,resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time_x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number_y,code,forename,surname,dob,nationality,url_x,year,round,circuitId,name,date,time_y,url_y,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time
11632,15027,608,332,58,20,14,3,3,3,4.0,75,+1:13.1,6571800,\N,\N,\N,\N,1,follmer,\N,\N,George,Follmer,1934-01-27,American,http://en.wikipedia.org/wiki/George_Follmer,1973,4,49,Spanish Grand Prix,1973-04-29,\N,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11633,15031,608,329,37,12,19,7,7,7,0.0,74,\N,\N,\N,\N,\N,\N,11,beuttler,\N,\N,Mike,Beuttler,1940-04-13,British,http://en.wikipedia.org/wiki/Mike_Beuttler,1973,4,49,Spanish Grand Prix,1973-04-29,\N,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11634,15071,610,224,32,1,5,2,2,2,6.0,78,+1.3,7065600,\N,\N,\N,\N,1,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11635,15072,610,238,32,2,2,3,3,3,4.0,77,\N,\N,\N,\N,\N,\N,11,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11636,15075,610,304,1,7,3,6,6,6,1.0,76,\N,\N,\N,\N,\N,\N,12,hulme,\N,\N,Denny,Hulme,1936-06-18,New Zealander,http://en.wikipedia.org/wiki/Denny_Hulme,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11637,15077,610,305,63,23,13,8,8,8,0.0,75,\N,\N,\N,\N,\N,\N,13,hailwood,\N,\N,Mike,Hailwood,1940-04-02,British,http://en.wikipedia.org/wiki/Mike_Hailwood,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11638,15073,610,327,25,6,4,4,4,4,3.0,77,\N,\N,\N,\N,\N,\N,11,cevert,\N,\N,François,Cevert,1944-02-25,French,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11639,15070,610,328,25,5,1,1,1,1,9.0,78,1:57:44.3,7064300,\N,\N,\N,\N,1,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11640,15074,610,309,1,8,15,5,5,5,2.0,76,\N,\N,\N,\N,\N,\N,12,revson,\N,\N,Peter,Revson,1939-02-27,American,http://en.wikipedia.org/wiki/Peter_Revson,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11641,15076,610,333,34,9,25,7,7,7,0.0,75,\N,\N,\N,\N,\N,\N,13,adamich,\N,\N,Andrea,de Adamich,1941-10-03,Italian,http://en.wikipedia.org/wiki/Andrea_de_Adamich,1973,6,6,Monaco Grand Prix,1973-06-03,\N,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11642,15366,622,224,32,5,3,1,1,1,9.0,90,2:03:41.2,7421200,\N,\N,\N,\N,1,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11643,15368,622,223,6,6,8,3,3,3,4.0,89,\N,\N,\N,\N,\N,\N,11,regazzoni,\N,\N,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11644,15367,622,235,6,4,1,2,2,2,6.0,90,+18.92,7440120,\N,\N,\N,\N,1,ickx,\N,\N,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11645,15371,622,250,37,29,16,6,6,6,1.0,89,\N,\N,\N,\N,\N,\N,11,pace,\N,\N,Carlos,Pace,1944-10-06,Brazilian,http://en.wikipedia.org/wiki/Carlos_Pace,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11646,15372,622,290,34,22,14,7,7,7,0.0,88,\N,\N,\N,\N,\N,\N,12,wilson_fittipaldi,\N,\N,Wilson,Fittipaldi,1943-12-25,Brazilian,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11647,15373,622,314,63,12,18,8,8,8,0.0,88,\N,\N,\N,\N,\N,\N,12,schenken,\N,\N,Tim,Schenken,1943-09-26,Australian,http://en.wikipedia.org/wiki/Tim_Schenken,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11648,15370,622,309,1,20,11,5,5,5,2.0,89,\N,\N,\N,\N,\N,\N,11,revson,\N,\N,Peter,Revson,1939-02-27,American,http://en.wikipedia.org/wiki/Peter_Revson,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11649,15369,622,333,63,26,13,4,4,4,3.0,89,\N,\N,\N,\N,\N,\N,11,adamich,\N,\N,Andrea,de Adamich,1941-10-03,Italian,http://en.wikipedia.org/wiki/Andrea_de_Adamich,1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11650,15374,622,338,32,21,24,9,9,9,0.0,87,\N,\N,\N,\N,\N,\N,13,walker,\N,\N,David,Walker,1941-06-10,Australian,http://en.wikipedia.org/wiki/David_Walker_(racing_driver),1972,3,45,Spanish Grand Prix,1972-05-01,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11651,15394,623,224,32,8,1,3,3,3,4.0,79,\N,\N,\N,\N,\N,\N,11,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11652,15393,623,235,6,6,2,2,2,2,6.0,80,+38.2,8853500,\N,\N,\N,\N,1,ickx,\N,\N,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11653,15401,623,243,37,27,25,10,10,10,0.0,77,\N,\N,\N,\N,\N,\N,13,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11654,15397,623,278,82,16,6,6,6,6,1.0,77,\N,\N,\N,\N,\N,\N,13,amon,\N,\N,Chris,Amon,1943-07-20,New Zealander,http://en.wikipedia.org/wiki/Chris_Amon,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11655,15400,623,290,34,21,21,9,9,9,0.0,77,\N,\N,\N,\N,\N,\N,13,wilson_fittipaldi,\N,\N,Wilson,Fittipaldi,1943-12-25,Brazilian,http://en.wikipedia.org/wiki/Wilson_Fittipaldi,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11656,15392,623,306,66,17,4,1,1,1,9.0,80,2:26:55.3,8815300,\N,\N,\N,\N,1,beltoise,\N,\N,Jean-Pierre,Beltoise,1937-04-26,French,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11657,15396,623,312,1,15,10,5,5,5,2.0,77,\N,\N,\N,\N,\N,\N,13,redman,\N,\N,Brian,Redman,1937-03-09,British,http://en.wikipedia.org/wiki/Brian_Redman,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11658,15395,623,328,25,1,8,4,4,4,3.0,78,\N,\N,\N,\N,\N,\N,12,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11659,15398,623,333,63,12,18,7,7,7,0.0,77,\N,\N,\N,\N,\N,\N,13,adamich,\N,\N,Andrea,de Adamich,1941-10-03,Italian,http://en.wikipedia.org/wiki/Andrea_de_Adamich,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11660,15399,623,337,66,26,17,8,8,8,0.0,77,\N,\N,\N,\N,\N,\N,13,marko,\N,\N,Helmut,Marko,1943-04-27,Austrian,http://en.wikipedia.org/wiki/Helmut_Marko,1972,4,6,Monaco Grand Prix,1972-05-14,\N,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11661,15677,634,224,180,1,17,5,5,5,2.0,79,\N,\N,\N,\N,\N,\N,11,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11662,15675,634,235,6,4,2,3,3,3,4.0,80,+53.3,6794600,\N,\N,\N,\N,1,ickx,\N,\N,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11663,15674,634,238,200,17,6,2,2,2,6.0,80,+25.6,6766900,\N,\N,\N,\N,1,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11664,15678,634,243,63,24,16,6,6,6,1.0,79,\N,\N,\N,\N,\N,\N,11,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11665,15680,634,280,200,27,13,8,8,8,0.0,77,\N,\N,\N,\N,\N,\N,13,pescarolo,\N,\N,Henri,Pescarolo,1942-09-25,French,http://en.wikipedia.org/wiki/Henri_Pescarolo,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11666,15676,634,304,1,9,6,4,4,4,3.0,80,+1:06.7,6808000,\N,\N,\N,\N,1,hulme,\N,\N,Denny,Hulme,1936-06-18,New Zealander,http://en.wikipedia.org/wiki/Denny_Hulme,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11667,15673,634,328,25,11,1,1,1,1,9.0,80,1:52:21.3,6741300,\N,\N,\N,\N,1,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11668,15679,634,341,63,22,10,7,7,7,0.0,79,\N,\N,\N,\N,\N,\N,11,surtees,\N,\N,John,Surtees,1934-02-11,British,http://en.wikipedia.org/wiki/John_Surtees,1971,3,6,Monaco Grand Prix,1971-05-23,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11669,15720,636,224,180,1,17,3,3,3,4.0,55,+34.07,6436370,\N,\N,\N,\N,1,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11670,15728,636,243,63,24,10,11,11,11,0.0,53,\N,\N,\N,\N,\N,\N,12,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11671,15722,636,278,82,20,9,5,5,5,2.0,55,+41.08,6443380,\N,\N,\N,\N,1,amon,\N,\N,Chris,Amon,1943-07-20,New Zealander,http://en.wikipedia.org/wiki/Chris_Amon,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11672,15724,636,306,82,21,8,7,7,7,0.0,55,+1:16.93,6479230,\N,\N,\N,\N,1,beltoise,\N,\N,Jean-Pierre,Beltoise,1937-04-26,French,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11673,15719,636,327,25,12,7,2,2,2,6.0,55,+28.12,6430420,\N,\N,\N,\N,1,cevert,\N,\N,François,Cevert,1944-02-25,French,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11674,15718,636,328,25,11,1,1,1,1,9.0,55,1:46:42.3,6402300,\N,\N,\N,\N,1,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11675,15727,636,307,66,16,16,10,10,10,0.0,54,\N,\N,\N,\N,\N,\N,11,ganley,\N,\N,Howden,Ganley,1941-12-24,New Zealander,http://en.wikipedia.org/wiki/Howden_Ganley,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11676,15726,636,320,1,10,19,9,9,9,0.0,54,\N,\N,\N,\N,\N,\N,11,gethin,\N,\N,Peter,Gethin,1940-02-21,British,http://en.wikipedia.org/wiki/Peter_Gethin,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11677,15723,636,317,180,2,15,6,6,6,1.0,55,+1:16.02,6478320,\N,\N,\N,\N,1,wisell,\N,\N,Reine,Wisell,1941-09-30,Swedish,http://en.wikipedia.org/wiki/Reine_Wisell,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11678,15725,636,341,63,22,13,8,8,8,0.0,55,+1:24.91,6487210,\N,\N,\N,\N,1,surtees,\N,\N,John,Surtees,1934-02-11,British,http://en.wikipedia.org/wiki/John_Surtees,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11679,15721,636,346,66,14,6,4,4,4,3.0,55,+37.17,6439470,\N,\N,\N,\N,1,siffert,\N,\N,Jo,Siffert,1936-07-07,Swiss,http://en.wikipedia.org/wiki/Jo_Siffert,1971,5,34,French Grand Prix,1971-07-04,\N,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11680,15743,637,224,180,1,4,3,3,3,4.0,68,+50.5,5542000,\N,\N,\N,\N,1,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11681,15742,637,238,200,18,5,2,2,2,6.0,68,+36.1,5527600,\N,\N,\N,\N,1,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11682,15745,637,243,63,24,12,5,5,5,2.0,67,\N,\N,\N,\N,\N,\N,11,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11683,15744,637,280,200,26,17,4,4,4,3.0,67,\N,\N,\N,\N,\N,\N,11,pescarolo,\N,\N,Henri,Pescarolo,1942-09-25,French,http://en.wikipedia.org/wiki/Henri_Pescarolo,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11684,15747,637,306,82,22,15,7,7,7,0.0,66,\N,\N,\N,\N,\N,\N,12,beltoise,\N,\N,Jean-Pierre,Beltoise,1937-04-26,French,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11685,15750,637,327,25,14,10,10,10,10,0.0,65,\N,\N,\N,\N,\N,\N,13,cevert,\N,\N,François,Cevert,1944-02-25,French,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11686,15741,637,328,25,12,2,1,1,1,9.0,68,1:31:31.5,5491500,\N,\N,\N,\N,1,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11687,15748,637,307,66,17,11,8,8,8,0.0,66,\N,\N,\N,\N,\N,\N,12,ganley,\N,\N,Howden,Ganley,1941-12-24,New Zealander,http://en.wikipedia.org/wiki/Howden_Ganley,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11688,15751,637,330,200,20,21,11,11,11,0.0,65,\N,\N,\N,\N,\N,\N,13,galli,\N,\N,Nanni,Galli,1940-10-02,Italian,http://en.wikipedia.org/wiki/Nanni_Galli,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11689,15746,637,341,63,23,11,6,6,6,1.0,67,\N,\N,\N,\N,\N,\N,11,surtees,\N,\N,John,Surtees,1934-02-11,British,http://en.wikipedia.org/wiki/John_Surtees,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11690,15749,637,346,66,16,3,9,9,9,0.0,66,\N,\N,\N,\N,\N,\N,12,siffert,\N,\N,Jo,Siffert,1936-07-07,Swiss,http://en.wikipedia.org/wiki/Jo_Siffert,1971,6,9,British Grand Prix,1971-07-17,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11691,15789,639,224,180,2,5,2,2,2,6.0,54,+4.12,5428030,\N,\N,\N,\N,1,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11692,15795,639,238,200,17,11,8,8,8,0.0,53,\N,\N,\N,\N,\N,\N,11,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11693,15794,639,243,63,24,12,7,7,7,0.0,54,+1:37.42,5521330,\N,\N,\N,\N,1,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11694,15796,639,262,1,10,22,9,9,9,0.0,53,\N,\N,\N,\N,\N,\N,11,oliver,\N,\N,Jackie,Oliver,1942-08-14,British,http://en.wikipedia.org/wiki/Jackie_Oliver,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11695,15793,639,280,200,25,13,6,6,6,1.0,54,+1:24.51,5508420,\N,\N,\N,\N,1,pescarolo,\N,\N,Henri,Pescarolo,1942-09-25,French,http://en.wikipedia.org/wiki/Henri_Pescarolo,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11696,15792,639,289,34,7,8,5,5,5,2.0,54,+48.43,5472340,\N,\N,\N,\N,1,hill,\N,\N,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11697,15790,639,314,34,8,7,3,3,3,4.0,54,+19.77,5443680,\N,\N,\N,\N,1,schenken,\N,\N,Tim,Schenken,1943-09-26,Australian,http://en.wikipedia.org/wiki/Tim_Schenken,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11698,15799,639,330,199,19,15,12,12,12,0.0,51,\N,\N,\N,\N,\N,\N,13,galli,\N,\N,Nanni,Galli,1940-10-02,Italian,http://en.wikipedia.org/wiki/Nanni_Galli,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11699,15798,639,337,66,16,17,11,11,11,0.0,52,\N,\N,\N,\N,\N,\N,12,marko,\N,\N,Helmut,Marko,1943-04-27,Austrian,http://en.wikipedia.org/wiki/Helmut_Marko,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11700,15797,639,320,66,23,16,10,10,10,0.0,52,\N,\N,\N,\N,\N,\N,12,gethin,\N,\N,Peter,Gethin,1940-02-21,British,http://en.wikipedia.org/wiki/Peter_Gethin,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
11701,15791,639,317,180,3,10,4,4,4,3.0,54,+31.87,5455780,\N,\N,\N,\N,1,wisell,\N,\N,Reine,Wisell,1941-09-30,Swedish,http://en.wikipedia.org/wiki/Reine_Wisell,1971,8,70,Austrian Grand Prix,1971-08-15,\N,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
